Title,Body,Labels,Milestone,Assignees,Status,Priority,Estimate
[M5-03] Env-var secret handling (no plaintext at rest),"## Summary
Every secret the server uses (`GENIE_LLM_API_KEY`, `OAUTH_HS256_KEY`,
`GENIE_GIT_TOKEN`, `OAUTH_CLIENT_SECRET`) is read only from env or from a
mounted secret file. The server refuses to start if a
required secret is logged anywhere, present in argv, or readable by other
local users.

## Context
- Secrets live in env or mounted secret files, never in the repo.

## Acceptance Criteria
- [ ] AC1 — `packages/server/src/config/secrets.ts` exports `loadSecrets()`
      that reads from env only.
- [ ] AC2 — Bootstrap rejects: any required secret missing; any required
      secret < 16 chars; any required secret present in `process.argv`.
- [ ] AC3 — A startup audit logs which secrets are loaded (their key names
      only, never the values).
- [ ] AC4 — Logger redacts any value matching a configured secret pattern
      from log output (`****`).
- [ ] AC5 — `.env.example` lists every supported var with a comment.
- [ ] AC6 — Optional `--secrets-from <path>` arg lets containers read from
      a mounted file (e.g. Docker secret).

## Implementation Notes
- File: `packages/server/src/config/{secrets,redact}.ts`.
- Use `pino`'s redact option for the logger.

## Out of Scope
- Vault / Doppler integration (v2).

## Dependencies
- Blocks: nothing (parallel work).
- Blocked by: M5-01, M5-02.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added — missing / short / argv-leaked secret cases.
- [ ] Docs updated.
- [ ] Manual verification — `pnpm dev` rejects with clear error when
      `GENIE_LLM_API_KEY` unset.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:security,area:mcp-server,priority:P1-high,size:S",M5 — Auth + Distribution + Smoke Tests,,Todo,High,3h
[M5-04] OIDC provider integration test,"## Summary
Integration test that runs the OAuth flow against a real OIDC provider.
Confirms the OIDC handshake, scope mapping, and group-based access works
end-to-end. Acts as the template for adopters who bring their own provider.

## Context
- Research report §3.2: ""OIDC against your IdP; OAuth DCR for Claude
  Code/Codex"".

## Acceptance Criteria
- [ ] AC1 — File `packages/e2e/test/m5-oidc.test.ts`.
- [ ] AC2 — Spins up an ephemeral OIDC provider via testcontainers.
- [ ] AC3 — Bootstraps an OAuth2/OpenID Provider with client_id
      `genie-test`.
- [ ] AC4 — Headless browser (Playwright) performs the auth code + PKCE
      flow.
- [ ] AC5 — Asserts the issued bearer token authenticates a call to
      `mcp__genie__list_kits`.
- [ ] AC6 — Asserts users not in the `genie-users` group are rejected
      with HTTP 403.
- [ ] AC7 — Runs in < 3 min on GitHub Actions (Linux runner).

## Implementation Notes
- File: `packages/e2e/test/m5-oidc.test.ts`.
- Container fixtures cached between runs to keep CI under the 6-hour cap.

## Out of Scope
- Other OIDC provider parity; this issue proves one concrete provider path.

## Dependencies
- Blocks: M6-03 (security audit can reuse this harness).
- Blocked by: M5-01.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added — the suite.
- [ ] Docs updated — `docs/06-operations-runbook.md` OIDC section.
- [ ] Manual verification.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:security,type:test,area:mcp-server,priority:P1-high,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,High,6h
[M5-05] .mcpb bundle packaging for Claude Desktop,"## Summary
Package the server as a `.mcpb` bundle so Claude Desktop users can
double-click install. Use the renamed `modelcontextprotocol/mcpb` toolchain
(formerly `anthropics/dxt`). Output artefact `genie.mcpb`
attached to every GitHub Release.

## Context
- Research report §7 step 9: ""`npx @modelcontextprotocol/mcpb pack` (per
  the renamed `anthropics/dxt` → `modelcontextprotocol/mcpb` toolchain)"".
- §5 prior art (shadcn-ui-mcp-server v2.0.0 ships `.mcpb`) — model the
  bundle after that one.

## Acceptance Criteria
- [ ] AC1 — File `mcpb/manifest.json` describes name, version, transports
      (stdio), entry, env-var requirements.
- [ ] AC2 — `pnpm bundle:mcpb` runs `npx @modelcontextprotocol/mcpb pack`
      and emits `dist/genie.mcpb`.
- [ ] AC3 — Bundle includes the server's `dist/`, `node_modules` (prod
      only), the embedded viewer assets, and the manifest.
- [ ] AC4 — Bundle size < 30 MB compressed.
- [ ] AC5 — Double-clicking the `.mcpb` on macOS installs into Claude
      Desktop without manual config.
- [ ] AC6 — Bundle uploaded to every GitHub Release via Action.

## Implementation Notes
- File: `mcpb/manifest.json`, `scripts/bundle-mcpb.mjs`.
- Document the env-var prompts Claude Desktop shows on first run
  (`GENIE_LLM_API_KEY`, etc.).

## Out of Scope
- Windows / Linux Claude Desktop (Linux not supported by Claude Desktop
  per research §4).

## Dependencies
- Blocks: M5-10 (Claude Desktop smoke).
- Blocked by: M4-08.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added — bundle generation passes integrity check.
- [ ] Docs updated — README install section.
- [ ] Manual verification — install on a fresh macOS profile.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:infra,area:mcpb,priority:P0-critical,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,Urgent,5h
[M5-06] npm publish pipeline (release-please + provenance),"## Summary
Publish `genie` (server) and `@genie/viewer` to
npm on every release-please-generated release tag. Enable `--provenance`
(npm supply-chain attestation). Reserve scope `@genie`.

## Context
- INDEX.md: distribution = npm + `.mcpb` + Docker.
- Research report §7 step 1 + §5 prior art (Framelink uses `npx
  figma-developer-mcp`).

## Acceptance Criteria
- [ ] AC1 — `.github/workflows/release.yml` triggers on tag `v*`.
- [ ] AC2 — Workflow publishes both packages with `--provenance` flag set.
- [ ] AC3 — `NODE_AUTH_TOKEN` sourced from GitHub Actions `NPM_TOKEN`
      secret with publish scope.
- [ ] AC4 — Server publishes as `genie` (root scope, public).
- [ ] AC5 — Viewer publishes as `@genie/viewer` (scoped, public).
- [ ] AC6 — Publish step is gated on M0-04 CI green.
- [ ] AC7 — Release notes auto-generated by `release-please`.

## Implementation Notes
- File: `.github/workflows/release.yml`.
- `setup-node@v4` with `registry-url`, `always-auth: true`.

## Out of Scope
- Beta / canary channels (v2).

## Dependencies
- Blocks: M5-09 … M5-15 (harnesses install via npm).
- Blocked by: M0-04.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added — dry-run publish on a non-prod tag.
- [ ] Docs updated.
- [ ] Manual verification — release published, `npm view genie`
      shows the right version.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:infra,area:ci,priority:P0-critical,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,Urgent,5h
[M5-07] Docker image (multi-arch amd64/arm64),"## Summary
Build a multi-arch Docker image `roshangautam/genie` for
amd64 + arm64. Published to Docker Hub + GitHub Container Registry on every
release. Includes a `docker-compose.yml` reference for self-hosters.

## Context
- INDEX.md: distribution includes Docker.

## Acceptance Criteria
- [ ] AC1 — `Dockerfile` uses `node:22-alpine` base, multi-stage
      (build + runtime).
- [ ] AC2 — Runtime image < 200 MB.
- [ ] AC3 — Runs as UID 1000, not root.
- [ ] AC4 — Healthcheck: `curl -f http://localhost:8080/health || exit 1`.
- [ ] AC5 — `docker buildx build --platform linux/amd64,linux/arm64`
      succeeds and pushes to both registries.
- [ ] AC6 — `deploy/docker-compose.yml` includes the MCP server +
      commented kit-root volume/env examples; no git host sidecar by default.
- [ ] AC7 — Image signed via sigstore cosign (keyless).

## Implementation Notes
- File: `Dockerfile`, `deploy/docker-compose.yml`.

## Out of Scope
- Helm chart (v2).
- Kubernetes manifests (v2).

## Dependencies
- Blocks: nothing critical.
- Blocked by: M0-04, M5-06.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added — image starts; healthcheck green.
- [ ] Docs updated — README Docker section.
- [ ] Manual verification — `docker run -p 8080:8080 ...` works.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:infra,area:ci,priority:P1-high,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,High,5h
[M5-08] Smithery + mcpb.dev listings,"## Summary
List the server on Smithery and mcpb.dev so users can install via their
one-click flows. Ship `smithery.yaml` per the Smithery spec.

## Context
- Research report §5 prior art `21st-dev/magic-mcp` confirmed: ships
  `smithery.yaml` and `llms-install.md`.

## Acceptance Criteria
- [ ] AC1 — `smithery.yaml` at repo root: `startCommand: { type: ""stdio"",
      configSchema: <env vars>, commandFunction: ""..."" }`.
- [ ] AC2 — Listing submitted to Smithery and approved (URL in
      README badges).
- [ ] AC3 — Listing submitted to mcpb.dev and approved (URL in README
      badges).
- [ ] AC4 — `llms-install.md` documents the install steps in
      LLM-readable format (per `21st-dev/magic-mcp` convention).
- [ ] AC5 — Both listings link back to the GitHub repo + npm package.

## Implementation Notes
- File: `smithery.yaml`, `llms-install.md`.

## Out of Scope
- Other registries (v2).

## Dependencies
- Blocks: nothing critical.
- Blocked by: M5-06.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added — N/A.
- [ ] Docs updated.
- [ ] Manual verification — listings live, install via Smithery one-click
      works.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:docs,area:docs,priority:P2-medium,size:S",M5 — Auth + Distribution + Smoke Tests,,Todo,Medium,3h
[M5-09] Claude Code harness config snippet + smoke test,"## Summary
Ship the Claude Code config snippet for `~/.claude.json` (or project
`.mcp.json`) and an automated Playwright smoke that runs
`conjure → preview → write_files → validate`
inside Claude Code. Capture screenshots.

## Context
- Research report §7 step 11 + per-harness snippets.
- Tool name shape `mcp__genie__<verb>`.

## Acceptance Criteria
- [ ] AC1 — `docs/harness/claude-code.md` contains the canonical
      `~/.claude.json` snippet (HTTP transport + `apiKeyHelper` pattern).
- [ ] AC2 — Snippet documents the OAuth flow + `apiKeyHelper` script
      template.
- [ ] AC3 — Gotcha: callout that OAuth login can bypass the configured LLM endpoint
      routing in Claude Code (research CLAUDE.md gotcha — `/logout` to restore routing).
- [ ] AC4 — Smoke test boots Claude Code in a Docker sandbox, installs the
      MCP server, runs the four-verb chain, captures screenshots.
- [ ] AC5 — Smoke test asserts each tool call returns non-error.
- [ ] AC6 — Screenshots saved to `docs/harness/screenshots/claude-code/`.
- [ ] AC7 — Smoke runs in M5 CI workflow (manually triggered).

## Implementation Notes
- File: `docs/harness/claude-code.md`, `packages/e2e/test/m5-smoke-claude-code.test.ts`.

## Out of Scope
- Cross-OS smoke (macOS-only is fine for v1).

## Dependencies
- Blocks: M5 milestone close.
- Blocked by: M2-03, M3-04, M4-05, M5-01, M5-06.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added — Playwright smoke.
- [ ] Docs updated — harness snippet doc.
- [ ] Manual verification — copy-paste snippet onto a clean profile, all
      four verbs work.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:docs,type:test,area:harness:claude-code,priority:P0-critical,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,Urgent,5h
[M5-10] Claude Desktop harness config snippet + smoke test,"## Summary
Ship the Claude Desktop config snippet for
`~/Library/Application Support/Claude/claude_desktop_config.json` (macOS) and
`%APPDATA%\Claude\claude_desktop_config.json` (Windows). Smoke test via
`.mcpb` install (M5-05).

## Context
- Research report §4 Claude Desktop row + §7 snippets.

## Acceptance Criteria
- [ ] AC1 — `docs/harness/claude-desktop.md` includes the snippet (stdio
      transport via `npx -y genie`).
- [ ] AC2 — Mentions Linux is not officially supported by Claude Desktop.
- [ ] AC3 — Documents `~/Library/Logs/Claude/mcp*.log` for debugging.
- [ ] AC4 — Documents the `mcp-remote` bridge pattern for users who want to
      reach a remote server from Desktop.
- [ ] AC5 — `.mcpb` install is the recommended path; the JSON snippet is
      ""if you prefer"".
- [ ] AC6 — Smoke test installs the `.mcpb`, opens Claude Desktop, fires
      `list_kits`, captures screenshot.

## Implementation Notes
- File: `docs/harness/claude-desktop.md`,
  `packages/e2e/test/m5-smoke-claude-desktop.test.ts`.

## Out of Scope
- Windows-specific smoke (defer to v2; v1 is macOS-tested).

## Dependencies
- Blocks: M5 milestone close.
- Blocked by: M5-05, M5-02.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added — smoke + screenshot.
- [ ] Docs updated.
- [ ] Manual verification.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:docs,type:test,area:harness:claude-desktop,priority:P0-critical,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,Urgent,5h
[M5-11] Codex CLI harness config snippet + smoke test,"## Summary
Ship the Codex CLI config snippet for `~/.codex/config.toml`. Critical
gotcha: NO `type` key — Codex infers transport from `command` (stdio) vs
`url` (HTTP). Uses `bearer_token_env_var`, NOT plain `headers`.

## Context
- Research report §4 Codex CLI row: ""**No `type`/`transport` key** —
  transport is implicit by which keys present (`command` → stdio, `url` →
  HTTP). Use `bearer_token_env_var`/`http_headers`/`env_http_headers`, **not**
  plain `headers`.""
- Confirmed claim re: documented keys.

## Acceptance Criteria
- [ ] AC1 — `docs/harness/codex.md` contains the canonical TOML snippet:
      ```toml
      [mcp_servers.genie]
      url = ""https://genie.<operator-domain>/mcp""
      bearer_token_env_var = ""GENIE_TOKEN""
      startup_timeout_sec = 15
      tool_timeout_sec = 120
      ```
- [ ] AC2 — Doc explicitly warns against adding a `type` key (will be
      silently ignored or cause errors).
- [ ] AC3 — Documents `codex mcp login genie` for OAuth path.
- [ ] AC4 — Documents `enabled_tools` allow-list / `disabled_tools`
      deny-list usage.
- [ ] AC5 — Notes Codex is tools-only — `ui://` resources downgrade to
      text-only output.
- [ ] AC6 — Smoke test runs the four-verb chain via Codex's REPL,
      captures terminal output.

## Implementation Notes
- File: `docs/harness/codex.md`,
  `packages/e2e/test/m5-smoke-codex.test.ts`.
- Smoke uses `expect` (TCL) to drive the Codex REPL.

## Out of Scope
- Cursor-style ""Add to Codex"" deeplinks (undocumented).

## Dependencies
- Blocks: M5 milestone close.
- Blocked by: M5-01.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added.
- [ ] Docs updated.
- [ ] Manual verification.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:docs,type:test,area:harness:codex,priority:P0-critical,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,Urgent,5h
[M5-12] VS Code Copilot harness config snippet + smoke test,"## Summary
Ship the VS Code Copilot Chat config snippet for `.vscode/mcp.json` (uses
top-level `servers`, NOT `mcpServers`). Smoke test verifies inline `ui://`
rendering in the Insiders build (Stable in Jan 2026 per microsoft/vscode#260218).

## Context
- Research report §4 Copilot row: ""Top-level key is `servers` (not
  Cursor/Desktop's `mcpServers`). Sandbox flag `sandboxEnabled: true` for
  stdio (macOS/Linux only).""
- VS Code MCP Apps: targeted for VS Code Stable Jan 2026 (see INDEX
  honest-uncertainty #4 — verify pre-launch; tracked in
  microsoft/vscode#260218).

## Acceptance Criteria
- [ ] AC1 — `docs/harness/copilot.md` includes the canonical snippet:
      ```json
      { ""servers"": { ""genie"": { ""type"": ""http"",
          ""url"": ""https://genie.<operator-domain>/mcp"" } } }
      ```
- [ ] AC2 — Warns about the `servers` (not `mcpServers`) gotcha.
- [ ] AC3 — Documents `sandbox.network.allowedDomains` config for stdio
      installs on macOS/Linux.
- [ ] AC4 — Documents one-click install: search `@mcp` → install button.
- [ ] AC5 — Documents `code --add-mcp ""...""` CLI install path.
- [ ] AC6 — Smoke test runs the four-verb chain in VS Code Insiders;
      asserts `ui://genie/grid` renders inline (not as text).
- [ ] AC7 — Falls back to text-only assertion when running on Stable (until
      Jan 2026 ships).

## Implementation Notes
- File: `docs/harness/copilot.md`,
  `packages/e2e/test/m5-smoke-copilot.test.ts`.

## Out of Scope
- Devcontainer integration (mention in docs, no smoke).

## Dependencies
- Blocks: M5 milestone close.
- Blocked by: M4-06, M5-02.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added.
- [ ] Docs updated.
- [ ] Manual verification — install on Insiders, inline grid renders.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:docs,type:test,area:harness:copilot,priority:P0-critical,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,Urgent,5h
[M5-13] Cursor harness config snippet + smoke test,"## Summary
Ship the Cursor config snippet for `.cursor/mcp.json` or
`~/.cursor/mcp.json`. Tests the `auth` block (Cursor's OAuth shape) and
sniffs whether the historical 40-tool cap is still enforced.

## Context
- Research report §4 Cursor row: ""The historical 40-tool cap is **not** in
  current docs page; treat as unverified. `auth: { CLIENT_ID, CLIENT_SECRET,
  scopes }` for OAuth; static callback at
  `https://www.cursor.com/agents/mcp/oauth/callback`.""
- Open question (research §8): ""Cursor's 40-tool cap — historical claim,
  not in current docs. Ship 50+ tools and observe; if 40 are loaded, the cap
  survived.""

## Acceptance Criteria
- [ ] AC1 — `docs/harness/cursor.md` includes the canonical snippet
      using the `auth` block with `CLIENT_ID`/`CLIENT_SECRET`/`scopes`.
- [ ] AC2 — Documents `env:` interpolation tokens (`${env:VAR}`).
- [ ] AC3 — Smoke test installs the server, runs the four-verb chain,
      asserts `ui://genie/grid` renders via Cursor's Apps
      extension.
- [ ] AC4 — Tool-cap probe: registers 50+ dummy tools alongside the real
      ones; logs how many Cursor exposes; writes the result into
      `docs/harness/cursor.md` as a confirmed empirical finding.
- [ ] AC5 — Documents the static callback URL
      `https://www.cursor.com/agents/mcp/oauth/callback` and how the OAuth
      flow lands there.

## Implementation Notes
- File: `docs/harness/cursor.md`,
  `packages/e2e/test/m5-smoke-cursor.test.ts`.

## Out of Scope
- ""Add to Cursor"" deeplink format (undocumented per research §8).

## Dependencies
- Blocks: M5 milestone close.
- Blocked by: M5-01, M4-06.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added.
- [ ] Docs updated — 40-tool finding recorded.
- [ ] Manual verification.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:docs,type:test,area:harness:cursor,priority:P0-critical,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,Urgent,5h
[M5-14] Cline harness config snippet + smoke test,"## Summary
Ship the Cline config snippet for `~/.cline/mcp.json` (CLI) and document the
IDE-extension settings path (per research §8 open question — to be
re-confirmed empirically). Cline is tools-only; smoke test asserts the
four-verb chain works and the `ui://` resource degrades to text.

## Context
- Research report §4 Cline row: ""**No `type` key in JSON examples** —
  transport is implicit (presence of `command` vs `url`). `autoApprove`
  array per server.""

## Acceptance Criteria
- [ ] AC1 — `docs/harness/cline.md` includes the snippet using `url` +
      `headers` for HTTP transport and `autoApprove` for read-only verbs.
- [ ] AC2 — Warns against adding a `type` key (silently ignored or
      breaks).
- [ ] AC3 — Documents `autoApprove: [""list_components"",
      ""preview"", ""list_files""]` as the recommended baseline.
- [ ] AC4 — Empirically locates and documents the IDE-extension settings
      path (open question 12 from research) and notes the date of the probe.
- [ ] AC5 — Smoke test runs the four-verb chain via Cline; asserts
      `ui://` content shows as text (not silently dropped).

## Implementation Notes
- File: `docs/harness/cline.md`,
  `packages/e2e/test/m5-smoke-cline.test.ts`.

## Out of Scope
- One-click install via Cline Marketplace (mention, no smoke).

## Dependencies
- Blocks: M5 milestone close.
- Blocked by: M5-02.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added.
- [ ] Docs updated.
- [ ] Manual verification.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:docs,type:test,area:harness:cline,priority:P0-critical,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,Urgent,5h
[M5-15] Continue.dev harness config snippet + smoke test,"## Summary
Ship the Continue.dev config snippet for `.continue/mcpServers/`. Continue
is the only harness that REQUIRES the explicit `type` discriminator
(`stdio | sse | streamable-http`) and uses `${{ secrets.NAME }}`
interpolation. MCP only works in agent mode.

## Context
- Research report §4 Continue row: ""**Requires explicit `type: stdio | sse |
  streamable-http`** — only harness that mandates the discriminator.
  Secrets interpolated as `${{ secrets.NAME }}`. No `headers`/`auth` keys.
  MCP usable only in **agent mode**.""

## Acceptance Criteria
- [ ] AC1 — `docs/harness/continue.md` includes the canonical YAML
      snippet:
      ```yaml
      name: genie
      version: 1.0.0
      schema: v1
      mcpServers:
        - name: genie
          type: streamable-http
          url: ""https://genie.<operator-domain>/mcp""
          requestOptions:
            headers:
              Authorization: Bearer ${{ secrets.GENIE_TOKEN }}
      ```
- [ ] AC2 — Warns this is the only harness requiring an explicit `type`.
- [ ] AC3 — Documents secret interpolation via Continue's `${{ secrets.NAME
      }}` syntax.
- [ ] AC4 — Warns MCP only works in agent mode (not chat / autocomplete).
- [ ] AC5 — Smoke test runs the four-verb chain in agent mode; asserts text
      output (no `ui://` rendering).

## Implementation Notes
- File: `docs/harness/continue.md`,
  `packages/e2e/test/m5-smoke-continue.test.ts`.

## Out of Scope
- Continue's `prompt` / `model` configuration (orthogonal).

## Dependencies
- Blocks: M5 milestone close.
- Blocked by: M5-02.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added.
- [ ] Docs updated.
- [ ] Manual verification.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:docs,type:test,area:harness:continue,priority:P0-critical,size:M",M5 — Auth + Distribution + Smoke Tests,,Todo,Urgent,5h
[M5-16] CHANGELOG honesty matrix (what works in each harness),"## Summary
Compile the empirical results of all 7 harness smoke tests (M5-09 …
M5-15) into a single honest matrix at the top of CHANGELOG.md. For each
harness × tier-{0,1,2} combination, mark works / degraded / broken with a
link to the smoke-test screenshot.

## Context
- Research report §7 step 11: ""Honest matrix in CHANGELOG"".

## Acceptance Criteria
- [ ] AC1 — CHANGELOG.md `## v0.1.0 Harness Matrix` section.
- [ ] AC2 — 7 rows (one per harness), 3 columns (Tier 0/1/2).
- [ ] AC3 — Each cell is ""✅ works"" / ""⚠️ degraded"" / ""❌ broken"" linked
      to a screenshot.
- [ ] AC4 — Below the table, a ""Known limitations"" list pulls from each
      harness doc's gotcha notes.
- [ ] AC5 — Updated automatically by the smoke-test CI workflow (post-run
      job re-generates the table).

## Implementation Notes
- File: `CHANGELOG.md`, `scripts/update-harness-matrix.mjs`.

## Out of Scope
- Per-tool granularity (the matrix is per-tier).

## Dependencies
- Blocks: M5 milestone close.
- Blocked by: M5-09 … M5-15.

## Agent Workflow

**Follow the full SDLC in [`AGENTS.md`](../../../AGENTS.md)** (repo root): orient →
plan-on-issue → TDD (failing test first) → test against the local live service →
adversarial self-review → open PR → peer-AI review loop (iterate until zero open comments
+ explicit approval) → merge → monitor CI → follow-up PR if CI breaks, else close.

Do not merge with open review comments. Do not leave `main` red. The issue closes only
when the PR is merged, the reviewer approved, CI is green, and every AC has evidence.

## Definition of Done
- [ ] Tests added — N/A.
- [ ] Docs updated.
- [ ] Manual verification — table matches reality.
- [ ] No new ESLint/TS errors.
- [ ] Reviewed by 1 maintainer.","type:docs,area:docs,priority:P1-high,size:S",M5 — Auth + Distribution + Smoke Tests,,Todo,High,3h
